Combination,Wins,Losses,Total Games,Win Rate
"('Camille', 'Draven', 'Graves', 'Hwei', 'Skarner')",2,0,2,1.0
"('Caitlyn', 'Lee Sin', 'Lux', 'Poppy', 'Taliyah')",1,0,1,1.0
"('Jayce', 'Kalista', 'Nidalee', 'Pyke', 'Skarner')",4,0,4,1.0
"('Ashe', 'Diana', 'Nautilus', 'Vayne', 'Yasuo')",2,0,2,1.0
"('Lillia', 'Nautilus', 'Ornn', 'Varus', 'Zed')",3,0,3,1.0
"('Jinx', 'Lee Sin', 'Renekton', 'Thresh', 'Xerath')",1,0,1,1.0
"('Jhin', 'Nidalee', 'Quinn', 'Rell', 'Tristana')",1,0,1,1.0
"('Alistar', 'Corki', 'Gangplank', 'Nidalee', 'Talon')",1,0,1,1.0
"('Camille', 'Galio', ""Kai'Sa"", 'Nidalee', 'Skarner')",1,0,1,1.0
"('Jinx', 'Lee Sin', 'Malzahar', 'Neeko', 'Udyr')",1,0,1,1.0
"('Ahri', 'Caitlyn', 'Gnar', 'Kindred', 'Pyke')",3,0,3,1.0
"('Gragas', 'Jinx', 'Nidalee', 'Thresh', 'Yone')",1,0,1,1.0
"('Aurelion Sol', 'Camille', 'Corki', 'Graves', 'Jax')",2,0,2,1.0
"('Annie', 'Jinx', 'Lee Sin', 'Rakan', 'Renekton')",1,0,1,1.0
"('Aatrox', 'Blitzcrank', 'Corki', 'Jinx', 'Nidalee')",2,0,2,1.0
"('Darius', 'Lucian', 'Lulu', 'Skarner', 'Veigar')",1,0,1,1.0
"('Alistar', 'Jayce', ""Kai'Sa"", 'Skarner', 'Taliyah')",2,0,2,1.0
"('Gwen', 'Nautilus', 'Nilah', 'Vex', 'Viego')",1,0,1,1.0
"('Kalista', 'Skarner', 'Sylas', 'Taric', 'Vi')",1,0,1,1.0
"('Jhin', 'LeBlanc', 'Lee Sin', 'Lux', 'Rumble')",1,0,1,1.0
"('Ahri', 'Jax', 'Poppy', ""Rek'Sai"", 'Varus')",5,0,5,1.0
"('Camille', 'Corki', 'Katarina', 'Seraphine', 'Skarner')",4,0,4,1.0
"('Hwei', 'Irelia', 'Jinx', ""Kha'Zix"", 'Nautilus')",3,0,3,1.0
"('Alistar', 'Aphelios', 'Nidalee', 'Tristana', 'Twisted Fate')",4,0,4,1.0
"('Aphelios', 'Nidalee', 'Rumble', 'Thresh', 'Tristana')",1,0,1,1.0
"('Ezreal', 'Lee Sin', 'Rell', 'Skarner', 'Syndra')",5,0,5,1.0
"('Jayce', ""Kai'Sa"", 'LeBlanc', 'Rell', 'Viego')",3,0,3,1.0
"('Ashe', 'Camille', 'Hwei', 'Pyke', 'Talon')",3,0,3,1.0
"('Alistar', 'Sivir', 'Taliyah', 'Twisted Fate', 'Yone')",3,0,3,1.0
"('Cassiopeia', 'Hecarim', 'Orianna', 'Rell', 'Twisted Fate')",3,0,3,1.0
"('Azir', 'Miss Fortune', 'Rakan', 'Twisted Fate', 'Viego')",2,0,2,1.0
"('Aphelios', 'Graves', 'Ornn', 'Pyke', 'Zoe')",2,0,2,1.0
"('Caitlyn', 'Graves', ""K'Sante"", 'Rumble', 'Veigar')",2,0,2,1.0
"('Gnar', 'Nidalee', 'Poppy', 'Renekton', 'Varus')",2,0,2,1.0
"('Camille', 'Hwei', 'Kindred', 'Varus', 'Vladimir')",2,0,2,1.0
"('Jinx', 'Lillia', 'Skarner', 'Thresh', 'Tristana')",3,0,3,1.0
"('Aphelios', 'Brand', 'Jayce', 'Ornn', 'Taric')",4,0,4,1.0
"('Camille', 'Ornn', 'Senna', 'Taliyah', 'Zed')",4,0,4,1.0
"('Hwei', 'Kalista', 'Lee Sin', 'Pyke', 'Sejuani')",2,0,2,1.0
"('Elise', 'Jayce', 'Lucian', 'Nami', 'Nasus')",4,0,4,1.0
"('Jax', 'Karthus', 'Taric', 'Tristana', 'Zeri')",2,0,2,1.0
"('Jinx', 'Nidalee', 'Seraphine', 'Skarner', 'Twisted Fate')",4,0,4,1.0
"('Akshan', 'Ezreal', 'Nautilus', 'Rumble', 'Skarner')",4,0,4,1.0
"('Janna', 'Orianna', 'Skarner', 'Varus', 'Vi')",1,0,1,1.0
"('Ashe', 'Corki', 'Katarina', 'Skarner', 'Varus')",2,0,2,1.0
"('Rumble', 'Seraphine', 'Tristana', 'Varus', 'Viego')",2,0,2,1.0
"(""Kai'Sa"", 'Rell', 'Skarner', 'Viego', 'Zilean')",2,0,2,1.0
"('Nautilus', 'Olaf', 'Skarner', 'Tristana', 'Twisted Fate')",1,0,1,1.0
"('Blitzcrank', 'Jinx', 'Nocturne', 'Taliyah', 'Tristana')",4,0,4,1.0
"('Amumu', 'Draven', 'Nidalee', 'Skarner', 'Yone')",4,0,4,1.0
"('Corki', 'Lillia', 'Rell', 'Skarner', 'Tristana')",2,0,2,1.0
"('Ezreal', 'Karthus', 'Poppy', 'Pyke', 'Tristana')",1,0,1,1.0
"('Brand', 'Corki', 'Draven', 'Gragas', 'Nautilus')",4,0,4,1.0
"('Ahri', 'Camille', 'Lucian', 'Skarner', 'Xin Zhao')",1,0,1,1.0
"('Ashe', 'Jax', 'Pyke', 'Taliyah', 'Tristana')",2,0,2,1.0
"('Akali', 'Ezreal', 'Master Yi', 'Rumble', 'Skarner')",2,0,2,1.0
"('Camille', 'Sejuani', 'Skarner', ""Vel'Koz"", 'Yone')",2,0,2,1.0
"('Jhin', 'Pantheon', 'Taliyah', 'Yone', 'Zyra')",2,0,2,1.0
"('Ashe', 'Corki', 'Jax', 'Lillia', 'Lulu')",3,0,3,1.0
"('Ashe', 'Camille', 'Neeko', 'Rakan', 'Viego')",2,0,2,1.0
"(""Kai'Sa"", 'Kindred', 'Nautilus', 'Shen', 'Taliyah')",1,0,1,1.0
"('Blitzcrank', 'Fizz', 'Irelia', 'Jhin', 'Kindred')",1,0,1,1.0
"('Jinx', ""K'Sante"", 'Lucian', 'Nidalee', 'Rell')",1,0,1,1.0
"('Galio', 'Kindred', 'Lulu', 'Skarner', 'Zeri')",3,0,3,1.0
"('Gragas', 'Samira', 'Taric', 'Yasuo', 'Zac')",3,0,3,1.0
"('Camille', 'Lee Sin', 'Lucian', 'Seraphine', 'Zoe')",2,0,2,1.0
"('Ashe', 'Braum', 'Hwei', 'Rumble', 'Vi')",3,0,3,1.0
"('Alistar', 'Jax', 'Nunu & Willump', 'Twisted Fate', 'Zeri')",1,0,1,1.0
"('Akshan', 'Gwen', 'Nautilus', 'Nunu & Willump', 'Senna')",2,0,2,1.0
"('Akshan', 'Draven', 'Gragas', 'Nautilus', 'Nidalee')",1,0,1,1.0
"('Akshan', 'Jinx', 'Nautilus', 'Nidalee', 'Renekton')",4,0,4,1.0
"('Diana', 'Hecarim', 'Janna', 'Lucian', 'Malphite')",3,0,3,1.0
"('Ashe', 'Graves', 'Hwei', 'Jayce', 'Malzahar')",2,0,2,1.0
"('Alistar', 'Diana', 'Samira', 'Taliyah', 'Zac')",3,0,3,1.0
"('Camille', 'Gnar', 'Jayce', 'Lillia', 'Lucian')",2,0,2,1.0
"('Ashe', 'Caitlyn', 'Jax', 'Jayce', 'Nidalee')",3,0,3,1.0
"('Ashe', 'Camille', 'Hwei', 'Nunu & Willump', 'Taric')",4,0,4,1.0
"('Fiora', 'Jhin', 'Karthus', 'Nautilus', 'Tristana')",3,0,3,1.0
"('Graves', ""Kai'Sa"", 'Nautilus', 'Orianna', 'Volibear')",4,0,4,1.0
"('Galio', 'Kindred', 'Senna', 'Seraphine', 'Volibear')",1,0,1,1.0
"(""Kai'Sa"", 'Maokai', 'Nidalee', ""Rek'Sai"", 'Tristana')",2,0,2,1.0
"('Corki', 'Jayce', 'Nautilus', 'Samira', 'Taliyah')",1,0,1,1.0
"('Caitlyn', 'Kindred', 'LeBlanc', 'Neeko', 'Riven')",1,0,1,1.0
"('Jayce', 'Karthus', 'Seraphine', 'Varus', 'Zoe')",2,0,2,1.0
"('Aphelios', 'Blitzcrank', 'Viego', 'Vladimir', 'Zyra')",3,0,3,1.0
"('Hwei', 'Kayn', 'Ornn', 'Senna', 'Seraphine')",3,0,3,1.0
"('Jhin', 'Poppy', 'Rumble', 'Tristana', 'Udyr')",2,0,2,1.0
"('Camille', 'Jax', ""Kai'Sa"", 'Taliyah', 'Yone')",3,0,3,1.0
"('Camille', 'Corki', 'Nidalee', 'Rakan', 'Twisted Fate')",2,0,2,1.0
"('Ezreal', 'Gwen', 'Lissandra', 'Renekton', 'Seraphine')",1,0,1,1.0
"('Jinx', 'Kennen', 'Kindred', 'Nautilus', 'Sylas')",4,0,4,1.0
"('Ezreal', 'Gnar', 'Gragas', 'Lee Sin', 'Pyke')",2,0,2,1.0
"('Blitzcrank', 'Caitlyn', 'Lillia', 'Renekton', 'Tristana')",3,0,3,1.0
"('Braum', 'Jinx', ""K'Sante"", 'Nidalee', 'Taliyah')",3,0,3,1.0
"('Braum', 'Jayce', 'Katarina', 'Lee Sin', 'Lucian')",1,0,1,1.0
"('Hecarim', 'Kalista', 'Nautilus', 'Skarner', 'Viktor')",2,0,2,1.0
"('Corki', 'Poppy', 'Skarner', 'Tristana', 'Zac')",2,0,2,1.0
"('Hecarim', 'Jinx', 'Nautilus', 'Orianna', 'Pantheon')",4,0,4,1.0
"('Ahri', 'Caitlyn', ""K'Sante"", 'Lux', 'Skarner')",3,0,3,1.0
"('Brand', ""K'Sante"", ""Kai'Sa"", 'Nautilus', 'Viego')",3,0,3,1.0
"('Corki', 'Nidalee', 'Seraphine', 'Tryndamere', 'Twisted Fate')",2,0,2,1.0
"('Irelia', 'Master Yi', 'Rell', 'Skarner', 'Zeri')",5,0,5,1.0
"('Corki', 'Kled', 'Renekton', 'Rumble', 'Talon')",1,0,1,1.0
"('Fiddlesticks', 'Heimerdinger', 'Katarina', 'Nautilus', 'Zeri')",2,0,2,1.0
"('Ashe', 'Lee Sin', 'Poppy', 'Skarner', 'Syndra')",4,0,4,1.0
"('Nautilus', 'Pantheon', 'Renekton', 'Taliyah', 'Varus')",5,0,5,1.0
"('Katarina', 'Maokai', 'Nidalee', 'Renekton', 'Zeri')",3,0,3,1.0
"('Rakan', 'Renekton', 'Sylas', 'Varus', 'Viego')",4,0,4,1.0
"('Akshan', 'Alistar', 'Twisted Fate', 'Varus', 'Viego')",1,0,1,1.0
"('Diana', 'Galio', 'Graves', ""Kai'Sa"", 'Renekton')",4,0,4,1.0
"('Galio', 'Rell', 'Talon', 'Varus', 'Zac')",3,0,3,1.0
"('Camille', ""Kai'Sa"", 'Lee Sin', 'Nautilus', 'Neeko')",1,0,1,1.0
"('Jhin', 'Rell', 'Sylas', 'Viego', 'Volibear')",1,0,1,1.0
"('Camille', 'Jinx', 'Nidalee', 'Talon', 'Thresh')",1,0,1,1.0
"('Ashe', 'Ekko', 'Galio', ""Kha'Zix"", 'Seraphine')",3,0,3,1.0
"('Elise', 'Hwei', 'Jax', 'Rell', 'Varus')",1,0,1,1.0
"('Lucian', 'Nami', 'Nidalee', 'Urgot', 'Yone')",3,0,3,1.0
"('Nidalee', 'Rumble', 'Senna', 'Varus', 'Yasuo')",1,0,1,1.0
"('Darius', 'Jinx', 'Malphite', 'Rell', 'Viego')",2,0,2,1.0
"(""Kai'Sa"", 'Rell', 'Rumble', 'Skarner', 'Tristana')",2,0,2,1.0
"('Gnar', 'Kalista', 'Lee Sin', 'Renata Glasc', 'Zac')",6,0,6,1.0
"('Jinx', 'Nautilus', 'Rumble', 'Shen', 'Zed')",5,0,5,1.0
"('Blitzcrank', 'Gragas', 'Kalista', 'Nunu & Willump', 'Tristana')",1,0,1,1.0
"('Camille', 'Galio', 'Jhin', 'Senna', 'Skarner')",1,0,1,1.0
"('Fiora', 'Hwei', 'Jinx', ""Rek'Sai"", 'Tahm Kench')",1,0,1,1.0
"('Amumu', 'Jayce', ""Kai'Sa"", 'Sejuani', 'Tahm Kench')",2,0,2,1.0
"('Corki', 'Malzahar', 'Mordekaiser', 'Viego', 'Zac')",1,0,1,1.0
"('Corki', 'Nautilus', 'Samira', 'Taliyah', 'Zac')",1,0,1,1.0
"('Draven', 'Graves', 'Kennen', 'Leona', 'Twisted Fate')",4,0,4,1.0
"('Draven', 'Lee Sin', 'Renekton', 'Ryze', 'Thresh')",4,0,4,1.0
"('Draven', 'Hwei', 'Lee Sin', 'Nautilus', 'Rumble')",1,0,1,1.0
"('Camille', 'Kalista', 'Lee Sin', 'Renekton', 'Zoe')",2,0,2,1.0
"('Akali', 'Jinx', 'Rell', 'Viego', 'Zac')",3,0,3,1.0
"('Alistar', 'Jinx', ""Rek'Sai"", 'Tristana', 'Zac')",2,0,2,1.0
"('Jhin', 'Rumble', 'Skarner', 'Sylas', 'Udyr')",1,0,1,1.0
"('Graves', 'Jinx', 'Shyvana', 'Sylas', 'Taric')",4,0,4,1.0
"('Caitlyn', 'Graves', 'Nautilus', 'Sylas', 'Zac')",2,0,2,1.0
"('Alistar', 'Corki', 'Karthus', 'Qiyana', 'Zac')",2,0,2,1.0
"('Kalista', 'Renata Glasc', ""Vel'Koz"", 'Xin Zhao', 'Zac')",2,0,2,1.0
"('Ahri', 'Draven', 'Skarner', 'Thresh', 'Viego')",1,0,1,1.0
"('Bard', 'Dr. Mundo', 'Nunu & Willump', 'Rumble', 'Tristana')",2,0,2,1.0
"('Rakan', 'Taliyah', 'Twisted Fate', 'Xayah', 'Zac')",2,0,2,1.0
"('Alistar', 'Elise', 'Twisted Fate', 'Xayah', 'Zac')",1,0,1,1.0
"('Braum', 'Kennen', 'Lucian', 'Rengar', 'Sylas')",3,0,3,1.0
"('Ashe', 'Braum', 'Kennen', 'Taliyah', 'Viego')",3,0,3,1.0
"('Ashe', 'Jayce', 'Lillia', 'Poppy', 'Rumble')",2,0,2,1.0
"('Ezreal', 'Leona', 'Lillia', 'Viego', 'Zac')",1,0,1,1.0
"('Aurelion Sol', 'Jinx', 'Lee Sin', 'Skarner', 'Thresh')",2,0,2,1.0
"('Alistar', 'Graves', 'Jinx', 'Nunu & Willump', 'Skarner')",4,0,4,1.0
"('Caitlyn', 'Fiddlesticks', 'Lux', 'Shen', 'Yone')",3,0,3,1.0
"('Ashe', 'Corki', 'Ekko', 'Neeko', 'Zac')",1,0,1,1.0
"('Alistar', 'Kindred', 'Lissandra', 'Nilah', 'Zac')",1,0,1,1.0
"('Illaoi', ""Kai'Sa"", 'Lee Sin', 'Nunu & Willump', 'Seraphine')",2,0,2,1.0
"('Aurelion Sol', 'Graves', 'Senna', 'Varus', 'Zac')",2,0,2,1.0
"('Galio', 'Hwei', 'Kalista', 'Renata Glasc', 'Vi')",3,0,3,1.0
"('Corki', 'Janna', 'Twisted Fate', 'Viego', 'Zac')",1,0,1,1.0
"('Samira', 'Skarner', 'Taliyah', 'Twisted Fate', 'Zac')",1,0,1,1.0
"('Aphelios', 'Jax', 'Orianna', 'Rakan', 'Skarner')",3,0,3,1.0
"('Blitzcrank', 'Corki', 'Gragas', 'Zac', 'Zeri')",1,0,1,1.0
"('Corki', 'Gwen', 'Kindred', 'Nautilus', 'Varus')",2,0,2,1.0
"('Cassiopeia', 'Jhin', 'Karthus', 'Rumble', 'Tristana')",4,0,4,1.0
"(""Kai'Sa"", 'Leona', 'Nidalee', 'Ornn', 'Yasuo')",2,0,2,1.0
"('Draven', 'Hwei', ""K'Sante"", 'Kindred', 'LeBlanc')",2,0,2,1.0
"('Corki', 'Kalista', 'Taliyah', 'Taric', 'Twisted Fate')",4,0,4,1.0
"('Ashe', 'Jax', 'Jayce', 'Lillia', 'Rell')",4,0,4,1.0
"('Brand', 'Nautilus', 'Tristana', 'Twisted Fate', 'Zeri')",3,0,3,1.0
"('Ashe', 'Corki', 'Jax', 'Nidalee', 'Seraphine')",2,0,2,1.0
"('Caitlyn', 'Jax', 'Morgana', 'Taliyah', 'Tristana')",3,0,3,1.0
"('Draven', 'Karthus', 'Kled', 'Rell', 'Tristana')",2,0,2,1.0
"('Ashe', 'Galio', 'Hecarim', 'Jinx', 'Rumble')",2,0,2,1.0
"(""Kai'Sa"", 'Rakan', 'Taliyah', 'Vi', 'Yone')",2,0,2,1.0
"('Akshan', 'Ashe', 'Jayce', 'Leona', 'Nunu & Willump')",4,0,4,1.0
"('Annie', 'Corki', 'Gragas', ""Kha'Zix"", 'Poppy')",3,0,3,1.0
"('Camille', 'Hwei', ""Kai'Sa"", 'Nautilus', 'Udyr')",3,0,3,1.0
"('Jax', 'Jhin', 'Rakan', ""Rek'Sai"", 'Twisted Fate')",5,0,5,1.0
"('Jax', 'LeBlanc', 'Leona', 'Talon', 'Zeri')",3,0,3,1.0
"('Brand', ""Kai'Sa"", 'Rakan', 'Skarner', 'Tristana')",1,0,1,1.0
"('Aurelion Sol', 'Camille', 'Kalista', 'Master Yi', 'Neeko')",3,0,3,1.0
"(""K'Sante"", ""Kai'Sa"", 'Nidalee', 'Skarner', 'Twisted Fate')",3,0,3,1.0
"('Jayce', 'Jhin', 'Nautilus', 'Nidalee', 'Nocturne')",1,0,1,1.0
"('Nidalee', 'Rakan', 'Udyr', 'Xayah', 'Zed')",3,0,3,1.0
"('Master Yi', 'Rumble', 'Thresh', 'Tristana', 'Varus')",4,0,4,1.0
"('Jax', 'Thresh', 'Varus', 'Viego', 'Viktor')",1,0,1,1.0
"('Gnar', 'Hwei', 'LeBlanc', 'Nilah', ""Rek'Sai"")",3,0,3,1.0
"(""Bel'Veth"", 'Heimerdinger', 'Hwei', 'Twisted Fate', 'Varus')",3,0,3,1.0
"('Ashe', 'LeBlanc', 'Lee Sin', 'Miss Fortune', 'Shen')",1,0,1,1.0
"('Ashe', 'Jayce', 'Lillia', 'Milio', 'Skarner')",2,0,2,1.0
"('Olaf', 'Renata Glasc', 'Taliyah', 'Tristana', 'Varus')",3,0,3,1.0
"('Katarina', ""Kog'Maw"", 'Lillia', 'Nautilus', 'Poppy')",2,0,2,1.0
"('Ashe', 'Hecarim', 'Kalista', 'LeBlanc', 'Skarner')",1,0,1,1.0
"('Ashe', 'Lee Sin', 'Pyke', 'Skarner', 'Syndra')",1,0,1,1.0
"('Graves', 'Hwei', 'Jinx', 'Rumble', 'Thresh')",4,0,4,1.0
"('Aphelios', 'Leona', 'Renekton', 'Taliyah', 'Tristana')",1,0,1,1.0
"('Karthus', 'Pyke', 'Tristana', 'Twisted Fate', 'Varus')",1,0,1,1.0
"('Ashe', 'Braum', 'Gragas', 'LeBlanc', 'Viego')",2,0,2,1.0
"('Blitzcrank', 'Taliyah', 'Tristana', 'Twisted Fate', 'Varus')",2,0,2,1.0
"('Draven', ""Kai'Sa"", 'Rell', 'Skarner', 'Taliyah')",5,0,5,1.0
"(""Kai'Sa"", 'Poppy', 'Taliyah', 'Udyr', 'Viego')",2,0,2,1.0
"('Fiddlesticks', 'Kennen', 'Nautilus', 'Samira', 'Viego')",2,0,2,1.0
"('Blitzcrank', 'Gragas', 'Renekton', 'Varus', 'Yasuo')",3,0,3,1.0
"('Camille', 'Nidalee', 'Thresh', 'Twisted Fate', 'Varus')",1,0,1,1.0
"('Ahri', 'Nautilus', 'Sett', 'Taliyah', 'Varus')",1,0,1,1.0
"('Camille', 'Graves', 'Syndra', 'Urgot', 'Varus')",1,0,1,1.0
"('Kalista', 'Karma', 'Pyke', 'Skarner', 'Viego')",4,0,4,1.0
"('Corki', 'Karthus', 'Nautilus', 'Tryndamere', 'Varus')",1,0,1,1.0
"('Lucian', 'Nautilus', 'Skarner', 'Taliyah', 'Varus')",1,0,1,1.0
"('Gangplank', 'Lillia', 'Rell', 'Twisted Fate', 'Varus')",2,0,2,1.0
"(""K'Sante"", 'Lucian', 'Nautilus', 'Taliyah', 'Viego')",4,0,4,1.0
"('Bard', 'Cassiopeia', 'Udyr', 'Varus', 'Yone')",3,0,3,1.0
"('Akshan', 'Malzahar', 'Nidalee', 'Rakan', 'Varus')",1,0,1,1.0
"(""K'Sante"", 'Lucian', 'Nami', 'Nidalee', 'Viego')",1,0,1,1.0
"('Draven', 'Illaoi', 'Nautilus', 'Nidalee', 'Zed')",4,0,4,1.0
"('Aphelios', 'Gnar', 'Rell', 'Skarner', 'Tristana')",2,0,2,1.0
"('Alistar', 'Brand', ""Kai'Sa"", 'Poppy', 'Shaco')",2,0,2,1.0
"('Dr. Mundo', 'Jinx', 'Nautilus', 'Orianna', 'Viego')",2,0,2,1.0
"('Galio', 'Graves', 'Jinx', 'Nautilus', 'Twisted Fate')",2,0,2,1.0
"('Caitlyn', 'Katarina', 'Leona', 'Nidalee', 'Skarner')",3,0,3,1.0
"('Ashe', 'Rumble', 'Tahm Kench', 'Viego', 'Zac')",2,0,2,1.0
"('Ashe', 'Graves', 'LeBlanc', 'Rell', 'Twisted Fate')",3,0,3,1.0
"('Kennen', 'Rell', 'Taliyah', 'Tristana', 'Zeri')",2,0,2,1.0
"('Jhin', 'Nautilus', 'Nidalee', 'Skarner', 'Tristana')",4,0,4,1.0
"('Ashe', 'Braum', 'Irelia', 'LeBlanc', 'Lee Sin')",4,0,4,1.0
"('Galio', 'Jinx', 'Rell', 'Rumble', 'Tristana')",1,0,1,1.0
"('Corki', 'Kalista', 'Neeko', 'Taliyah', 'Vayne')",2,0,2,1.0
"('Nautilus', 'Pantheon', 'Taliyah', 'Tryndamere', 'Varus')",5,0,5,1.0
"('Alistar', 'Corki', ""Kai'Sa"", 'Kennen', 'Nidalee')",3,0,3,1.0
"('Aphelios', 'Corki', 'Gnar', 'Lillia', 'Nautilus')",1,0,1,1.0
"('Hecarim', 'Jinx', 'Rumble', 'Seraphine', 'Tristana')",2,0,2,1.0
"('Gnar', 'LeBlanc', 'Varus', 'Viego', 'Zilean')",2,0,2,1.0
"('Ashe', 'Hwei', 'Lee Sin', 'Leona', 'Rumble')",1,0,1,1.0
"('Jhin', 'Nidalee', 'Rell', 'Tristana', 'Twisted Fate')",1,0,1,1.0
"('Corki', 'Galio', 'Irelia', 'Jhin', 'Karthus')",4,0,4,1.0
"('Brand', 'Jax', 'Lucian', 'Nami', 'Xin Zhao')",5,0,5,1.0
"('Camille', 'Ekko', 'Graves', 'Sivir', 'Zilean')",1,0,1,1.0
"('Camille', 'Jinx', 'Nidalee', 'Taliyah', 'Thresh')",2,0,2,1.0
"('Aphelios', 'Fiddlesticks', 'LeBlanc', 'Skarner', 'Thresh')",1,0,1,1.0
"('Ashe', 'Galio', 'Hecarim', 'LeBlanc', 'Volibear')",3,0,3,1.0
"('Gnar', 'Jayce', 'Lillia', 'Nautilus', 'Varus')",4,0,4,1.0
"('Graves', ""Kai'Sa"", 'Poppy', 'Taliyah', 'Twisted Fate')",2,0,2,1.0
"('Aurelion Sol', 'Graves', 'Jhin', 'Swain', 'Vayne')",1,0,1,1.0
"('Alistar', 'Ashe', 'Kennen', 'Tristana', 'Viego')",1,0,1,1.0
"('Aatrox', 'Annie', 'Aphelios', ""Bel'Veth"", 'Seraphine')",3,0,3,1.0
"('Ahri', 'Gnar', 'Graves', 'Thresh', 'Veigar')",2,0,2,1.0
"('Ashe', 'Lee Sin', 'Seraphine', 'Taliyah', 'Twisted Fate')",2,0,2,1.0
"('Aatrox', 'Corki', 'Hwei', 'Kindred', 'Nautilus')",2,0,2,1.0
"('Nautilus', 'Rumble', 'Tristana', 'Twisted Fate', 'Vex')",1,0,1,1.0
"('Ivern', 'Jhin', 'Seraphine', 'Tristana', 'Yorick')",1,0,1,1.0
"('Corki', 'Kennen', 'Kindred', 'Nautilus', 'Neeko')",2,0,2,1.0
"('Jayce', 'Lux', 'Miss Fortune', 'Skarner', 'Taliyah')",1,0,1,1.0
"('Bard', 'Caitlyn', 'Diana', 'Graves', 'Rumble')",1,0,1,1.0
"('Aatrox', 'Elise', 'Hwei', 'Jhin', 'Zed')",1,0,1,1.0
"('Blitzcrank', 'Camille', 'Hwei', 'Jinx', 'Lee Sin')",1,0,1,1.0
"('Jinx', 'Kindred', 'Rakan', 'Ryze', 'Viego')",2,0,2,1.0
"('Ashe', 'Katarina', 'Lee Sin', 'Renekton', 'Senna')",2,0,2,1.0
"('Draven', 'Jayce', ""K'Sante"", 'Lillia', 'Rell')",4,0,4,1.0
"('Ashe', 'Kalista', 'Karthus', 'Sejuani', 'Yasuo')",3,0,3,1.0
"('Camille', 'Cassiopeia', 'Rumble', 'Tristana', 'Xin Zhao')",3,0,3,1.0
"('Hecarim', 'Jhin', 'LeBlanc', 'Nautilus', 'Rumble')",3,0,3,1.0
"('Braum', 'Camille', 'Hwei', 'Jinx', 'Kindred')",2,0,2,1.0
"('Akali', 'Ashe', 'Ekko', 'Seraphine', 'Skarner')",3,0,3,1.0
"('Bard', 'Irelia', 'Jhin', 'Rumble', 'Tristana')",3,0,3,1.0
"('Gragas', 'Hecarim', ""Kai'Sa"", 'Rell', 'Yasuo')",4,0,4,1.0
"('Braum', 'Katarina', 'Skarner', 'Zeri', 'Zyra')",5,0,5,1.0
"('Ashe', 'Braum', 'Fiddlesticks', 'Illaoi', 'Jayce')",1,0,1,1.0
"('Aurelion Sol', 'Jax', ""Kai'Sa"", 'Poppy', 'Viego')",3,0,3,1.0
"('Blitzcrank', 'Cassiopeia', ""Kai'Sa"", 'Nidalee', 'Yone')",2,0,2,1.0
"('Fiora', 'Janna', 'Jayce', 'Kalista', 'Nidalee')",3,0,3,1.0
"('Corki', 'Elise', 'Fiora', 'Nautilus', 'Tristana')",2,0,2,1.0
"('Hecarim', 'Jhin', 'Skarner', 'Taliyah', 'Teemo')",3,0,3,1.0
"('Jayce', 'Jhin', 'Kindred', 'Rell', 'Ryze')",3,0,3,1.0
"('Braum', 'Gwen', 'Jayce', 'Maokai', 'Varus')",4,0,4,1.0
"(""Kai'Sa"", 'Kayn', 'LeBlanc', 'Leona', 'Skarner')",3,0,3,1.0
"('Corki', 'Lee Sin', 'Leona', 'Rumble', 'Syndra')",2,0,2,1.0
"('Brand', 'Camille', 'Jayce', 'Jinx', 'Skarner')",2,0,2,1.0
"('Nautilus', 'Quinn', 'Taliyah', 'Varus', 'Yone')",1,0,1,1.0
"('Galio', ""Kai'Sa"", 'Rakan', 'Skarner', 'Viego')",3,0,3,1.0
"('Graves', 'Jhin', ""K'Sante"", 'Pantheon', 'Zoe')",3,0,3,1.0
"(""Kai'Sa"", 'Pantheon', ""Rek'Sai"", 'Rell', 'Rumble')",1,0,1,1.0
"('Jax', ""Kai'Sa"", 'Pyke', 'Taliyah', 'Yone')",5,0,5,1.0
"('Gragas', 'Graves', 'Nautilus', 'Orianna', 'Varus')",2,0,2,1.0
"('Camille', 'Hwei', 'Taliyah', 'Tristana', 'Varus')",4,0,4,1.0
"('Cassiopeia', 'Gragas', 'Pyke', 'Varus', 'Viego')",2,0,2,1.0
"('Cassiopeia', 'Ezreal', 'Heimerdinger', 'Jax', ""Kha'Zix"")",3,0,3,1.0
"('Blitzcrank', 'Kalista', 'LeBlanc', 'Rengar', 'Twisted Fate')",4,0,4,1.0
"('Kindred', 'LeBlanc', 'Ornn', 'Senna', 'Warwick')",5,0,5,1.0
"('Brand', 'Hecarim', ""Kai'Sa"", 'Leona', 'Vayne')",5,0,5,1.0
"('Fiddlesticks', 'Hwei', 'Jinx', 'Taric', 'Twisted Fate')",4,0,4,1.0
"('Alistar', 'Hwei', 'Jarvan IV', 'Jayce', 'Seraphine')",3,0,3,1.0
"('Orianna', 'Pyke', ""Rek'Sai"", 'Ryze', 'Varus')",2,0,2,1.0
"('Ashe', 'Blitzcrank', 'Karthus', 'Twisted Fate', 'Udyr')",3,0,3,1.0
"('Draven', 'Graves', 'Jax', 'Nunu & Willump', 'Rell')",3,0,3,1.0
"(""Kai'Sa"", 'Rell', 'Taliyah', 'Viego', 'Volibear')",2,0,2,1.0
"('Corki', 'Jayce', 'Lillia', 'Rell', 'Sion')",4,0,4,1.0
