Combination,Wins,Losses,Total Games
"('Ahri', 'Corki', ""Kha'Zix"", 'Rumble', 'Twisted Fate')",2,0,2
"('Cassiopeia', 'Hwei', 'Jax', 'Nautilus', 'Zeri')",2,0,2
"('Braum', 'Corki', 'Diana', 'Jayce', 'Lucian')",2,0,2
"('Corki', 'Jax', 'Katarina', 'Kennen', 'Rell')",0,2,2
"('Graves', ""Kai'Sa"", 'Lee Sin', 'Neeko', 'Thresh')",2,0,2
"('Corki', 'Rell', 'Skarner', 'Taliyah', 'Zed')",2,0,2
"('Corki', 'Gwen', 'Poppy', ""Rek'Sai"", 'Viego')",2,0,2
"('Jhin', ""Rek'Sai"", 'Senna', 'Tryndamere', 'Zoe')",2,0,2
"('Hwei', ""Kai'Sa"", 'Nautilus', ""Rek'Sai"", 'Twisted Fate')",2,0,2
"('Fiddlesticks', 'Skarner', 'Varus', 'Yasuo', 'Zyra')",2,0,2
"('Corki', 'Kalista', 'Nidalee', 'Olaf', 'Rell')",0,2,2
"('Akshan', 'Aphelios', 'Mordekaiser', 'Nautilus', 'Taliyah')",2,0,2
"('Graves', 'Gwen', 'Jinx', 'Lulu', 'Skarner')",0,2,2
"('Braum', 'Corki', 'Hwei', 'Nasus', ""Rek'Sai"")",0,2,2
"('Gnar', 'Heimerdinger', 'Hwei', 'Kindred', 'Senna')",2,0,2
"('Ahri', ""Kai'Sa"", 'Sett', 'Teemo', 'Viego')",2,0,2
"('Kayn', 'Orianna', 'Senna', 'Seraphine', 'Udyr')",0,2,2
"('Gragas', 'Jinx', 'Lulu', 'Taliyah', 'Viego')",2,0,2
"('Draven', 'Graves', 'Pyke', 'Rumble', 'Sylas')",2,0,2
"('Corki', 'Kalista', 'Neeko', 'Rumble', 'Xin Zhao')",2,0,2
"('Bard', 'Jhin', 'Renekton', 'Talon', 'Zoe')",2,0,2
"('Kalista', 'Master Yi', 'Pyke', 'Taliyah', 'Yone')",0,2,2
"('Azir', 'Gnar', 'Rakan', ""Rek'Sai"", 'Zeri')",0,2,2
"('Ashe', 'Blitzcrank', 'Poppy', 'Viego', 'Zoe')",2,0,2
"('Ezreal', 'Karma', 'Kindred', 'Pantheon', 'Rumble')",0,2,2
"('Kindred', 'Lulu', 'Renekton', 'Zeri', 'Zoe')",0,2,2
"('Camille', 'Corki', 'Diana', 'Rakan', 'Varus')",2,0,2
"(""Kai'Sa"", 'Nidalee', 'Rell', 'Skarner', 'Tristana')",2,0,2
"(""Kai'Sa"", 'Kayle', 'Skarner', 'Viego', 'Zoe')",2,0,2
"('Dr. Mundo', 'Ornn', 'Senna', 'Taliyah', 'Tristana')",0,2,2
"(""Kai'Sa"", 'Kennen', 'Nautilus', 'Qiyana', 'Taliyah')",0,2,2
"('Leona', ""Rek'Sai"", 'Rengar', 'Taliyah', 'Ziggs')",2,0,2
"('Corki', 'Ekko', 'Kalista', 'Rell', 'Skarner')",2,0,2
"('Jhin', ""Kha'Zix"", 'Rell', 'Vex', 'Volibear')",2,0,2
"('Jax', 'Jinx', 'Lillia', 'Rell', 'Tristana')",2,0,2
"('Ahri', ""Kai'Sa"", 'Rell', 'Twisted Fate', 'Xin Zhao')",0,2,2
"('Aphelios', 'Camille', 'Nidalee', 'Thresh', 'Tristana')",2,0,2
"('Bard', 'Kindred', ""Kog'Maw"", 'Syndra', 'Yone')",2,0,2
"('Kalista', 'Leona', 'Lillia', 'Renekton', 'Tristana')",2,0,2
"('Azir', 'Kalista', 'Kindred', 'Rell', 'Rumble')",0,2,2
"('Fiddlesticks', 'Fiora', ""Kai'Sa"", 'Rell', 'Yasuo')",0,2,2
"('Akali', 'Ashe', 'Hwei', 'Pyke', 'Viego')",0,2,2
"('Graves', 'Kennen', 'Shaco', 'Vayne', 'Zilean')",0,2,2
"('Aurelion Sol', 'Corki', 'Jarvan IV', 'Jayce', 'Rakan')",0,2,2
"('Camille', 'Corki', 'Graves', 'LeBlanc', 'Rell')",1,1,2
"('Akali', 'Jayce', 'Jhin', 'Karma', 'Karthus')",2,0,2
"('Blitzcrank', 'Hwei', 'Kindred', 'Renekton', 'Sivir')",0,2,2
"('Ashe', 'Ekko', 'Kalista', 'Mordekaiser', ""Rek'Sai"")",2,0,2
"('Janna', ""Rek'Sai"", 'Rumble', 'Varus', 'Vayne')",2,0,2
"('Akshan', 'Ashe', 'Gragas', 'Irelia', 'Seraphine')",0,2,2
"('Ashe', 'Fiora', 'Karthus', 'Pantheon', 'Varus')",0,2,2
"('Ahri', 'Corki', 'Darius', 'Jax', 'Poppy')",2,0,2
"('Lux', 'Nunu & Willump', 'Viktor', 'Yasuo', 'Zeri')",0,2,2
"('Jax', 'Jhin', 'Skarner', 'Taliyah', 'Tristana')",0,2,2
"('Kalista', 'Nasus', 'Nautilus', 'Orianna', 'Talon')",0,2,2
"('Alistar', 'Brand', 'Gnar', 'Skarner', 'Varus')",0,2,2
"('Caitlyn', 'Kindred', 'Pantheon', 'Sona', 'Swain')",2,0,2
"(""Kai'Sa"", 'Rell', 'Vex', 'Viego', 'Warwick')",2,0,2
"('Aatrox', 'Ahri', 'Hecarim', 'Kalista', 'Thresh')",2,0,2
"('Ashe', 'Braum', 'Camille', 'Orianna', ""Rek'Sai"")",0,2,2
"('Ahri', 'Jhin', 'Rakan', 'Renekton', 'Sylas')",0,2,2
"('Aatrox', 'Akali', 'Caitlyn', 'Master Yi', 'Pyke')",0,2,2
"('Master Yi', 'Renata Glasc', 'Sejuani', 'Varus', 'Vex')",2,0,2
"('Jhin', 'Maokai', 'Nidalee', 'Riven', ""Vel'Koz"")",0,2,2
"('Blitzcrank', 'Ezreal', 'LeBlanc', 'Lee Sin', 'Urgot')",0,2,2
"('Camille', 'Jhin', 'Leona', 'Taliyah', 'Tristana')",2,0,2
"('Gragas', 'Jinx', 'Mordekaiser', 'Pantheon', 'Vi')",0,2,2
"('Bard', 'Irelia', 'Nunu & Willump', 'Twisted Fate', 'Yone')",2,0,2
"('Ezreal', 'Hwei', 'Nidalee', 'Rakan', 'Volibear')",0,2,2
"('Corki', 'Darius', 'Jhin', 'Nidalee', 'Senna')",2,0,2
"('Ashe', 'Galio', 'Nautilus', 'Nidalee', 'Skarner')",2,0,2
"('Aatrox', 'Hwei', 'Lucian', 'Nami', ""Rek'Sai"")",2,0,2
"('Cassiopeia', 'Kalista', 'Kindred', 'Neeko', 'Twisted Fate')",2,0,2
"('Lucian', 'Nidalee', 'Ornn', 'Qiyana', 'Tryndamere')",2,0,2
"('Aurelion Sol', 'Fiora', 'Jinx', 'Nidalee', 'Thresh')",0,2,2
"('Diana', 'Jinx', 'Thresh', 'Tristana', 'Twisted Fate')",2,0,2
"('Akshan', 'Ashe', 'Lee Sin', 'Rumble', 'Zoe')",2,0,2
"('Jax', 'Jinx', 'Taliyah', 'Thresh', 'Yone')",2,0,2
"('Jinx', ""K'Sante"", 'LeBlanc', 'Milio', ""Rek'Sai"")",2,0,2
"('Akali', ""Kai'Sa"", 'Lee Sin', 'Nautilus', 'Syndra')",0,2,2
"('Irelia', 'Jinx', 'Lillia', 'Rell', 'Skarner')",0,2,2
"('Braum', 'Fiddlesticks', 'Gragas', 'Jinx', 'Tristana')",0,2,2
"('Corki', 'LeBlanc', 'Lee Sin', 'Malphite', 'Seraphine')",2,0,2
"('Ahri', 'Jayce', 'Lucian', 'Nami', 'Vi')",0,2,2
"('Blitzcrank', 'Hwei', ""Kai'Sa"", 'Kennen', 'Viego')",2,0,2
"('Kindred', 'Rell', 'Samira', 'Skarner', 'Syndra')",2,0,2
"('Aurelion Sol', 'Lee Sin', 'Rell', 'Skarner', 'Varus')",2,0,2
"('Akali', 'Galio', 'Graves', 'Seraphine', 'Zeri')",2,0,2
"('Caitlyn', 'Master Yi', 'Nunu & Willump', 'Ornn', 'Pyke')",2,0,2
"(""Kai'Sa"", 'Kennen', 'Neeko', 'Rell', 'Viego')",2,0,2
"('Ashe', 'Azir', 'Cassiopeia', 'Jhin', 'Nocturne')",0,2,2
"('Aphelios', 'Camille', 'Nautilus', 'Orianna', 'Taliyah')",0,2,2
"('Aurelion Sol', 'Dr. Mundo', 'Lucian', 'Nami', 'Viego')",0,2,2
"('Camille', 'Jayce', ""Kai'Sa"", 'Nautilus', 'Taliyah')",0,2,2
"('Ashe', 'Braum', 'Galio', 'Hecarim', 'Jax')",0,2,2
"('Camille', 'Jarvan IV', 'LeBlanc', 'Tristana', 'Viego')",2,0,2
"('Galio', 'Jinx', 'Kindred', 'Nautilus', 'Ryze')",2,0,2
"('Rumble', 'Varus', 'Viego', 'Yone', 'Zoe')",0,2,2
"(""K'Sante"", 'Nautilus', 'Nidalee', 'Qiyana', 'Samira')",2,0,2
"('Akshan', 'Corki', 'Nidalee', ""Rek'Sai"", 'Thresh')",0,2,2
"('Janna', 'Kassadin', 'Smolder', 'Taliyah', 'Twisted Fate')",2,0,2
"('Cassiopeia', 'Jax', ""Kai'Sa"", 'Nautilus', 'Shaco')",0,2,2
"('Akali', 'Lee Sin', 'Lucian', 'Nami', 'Skarner')",2,0,2
"(""K'Sante"", 'Lulu', 'Naafiri', 'Viego', 'Zeri')",0,2,2
"('Lee Sin', 'Nautilus', 'Neeko', 'Rumble', 'Samira')",2,0,2
"('Akshan', 'Nautilus', 'Shaco', 'Tryndamere', 'Varus')",2,0,2
"('Orianna', 'Rakan', 'Shaco', 'Skarner', 'Twitch')",0,2,2
"('Kalista', 'Maokai', 'Skarner', 'Sona', 'Yasuo')",0,2,2
"('Galio', 'Nautilus', 'Riven', 'Shaco', 'Tristana')",0,2,2
"('Akshan', 'Ashe', ""K'Sante"", 'Shaco', 'Sivir')",2,0,2
"('Aphelios', ""Bel'Veth"", 'Rakan', 'Rumble', 'Taliyah')",2,0,2
"('Katarina', 'Kennen', 'Sejuani', 'Skarner', 'Zeri')",2,0,2
"('Akali', 'Alistar', 'Hecarim', 'Jayce', ""Kai'Sa"")",2,0,2
"(""Bel'Veth"", ""K'Sante"", 'LeBlanc', 'Nami', 'Zeri')",2,0,2
"('Akali', 'Kalista', 'Nautilus', 'Twisted Fate', 'Viego')",2,0,2
"('Alistar', 'Jinx', ""K'Sante"", 'LeBlanc', 'Shaco')",0,2,2
"('Ahri', 'Alistar', 'Corki', 'Hecarim', ""K'Sante"")",2,0,2
"('Blitzcrank', ""Kai'Sa"", 'Nidalee', 'Ornn', 'Yone')",0,2,2
"(""Kai'Sa"", ""Kha'Zix"", 'LeBlanc', 'Leona', 'Renekton')",0,2,2
"('Hwei', ""Kai'Sa"", 'Leona', 'Viego', 'Warwick')",2,0,2
"('Akali', 'Caitlyn', 'Graves', 'Lux', 'Tristana')",0,2,2
"('Aphelios', 'Lee Sin', 'Rakan', 'Skarner', 'Zoe')",2,0,2
"('Dr. Mundo', 'Hwei', 'Taric', 'Twitch', 'Viego')",2,0,2
"('Jhin', 'Poppy', 'Rakan', ""Rek'Sai"", 'Xerath')",2,0,2
"('Annie', 'Nautilus', 'Renekton', 'Varus', 'Viego')",2,0,2
"('Irelia', 'Seraphine', 'Shaco', 'Vladimir', 'Zeri')",0,2,2
"(""Bel'Veth"", 'Braum', 'Irelia', 'Jhin', 'Taliyah')",0,2,2
"('Akali', 'Jax', 'Jhin', 'Rakan', 'Viego')",0,2,2
"('Ahri', 'Camille', ""Kai'Sa"", 'Rakan', 'Udyr')",0,2,2
"('Hwei', ""Kai'Sa"", 'Lee Sin', 'Mordekaiser', 'Nautilus')",2,0,2
"('Ashe', 'Jhin', 'Sion', 'Viego', 'Zoe')",2,0,2
"('Jinx', 'Nautilus', 'Rumble', 'Skarner', 'Yone')",2,0,2
"('Darius', 'Nautilus', 'Samira', 'Shaco', 'Xerath')",2,0,2
"('Rakan', 'Rumble', 'Skarner', 'Smolder', 'Taliyah')",0,2,2
"('Alistar', 'Jhin', 'Qiyana', 'Rumble', 'Shaco')",0,2,2
"('Jinx', 'Thresh', 'Tristana', 'Udyr', 'Zac')",0,2,2
"('Caitlyn', 'Hwei', ""K'Sante"", 'Nidalee', 'Zed')",2,0,2
"('Ashe', 'Braum', 'Gangplank', 'Gwen', 'Shaco')",2,0,2
"('Draven', ""K'Sante"", 'Lissandra', 'Master Yi', 'Pyke')",2,0,2
"('Ashe', 'Karma', 'Pantheon', 'Shaco', 'Taliyah')",0,2,2
"('Jhin', 'Nidalee', 'Pyke', 'Tristana', 'Udyr')",0,2,2
"('Gragas', 'Heimerdinger', 'Poppy', 'Rumble', 'Smolder')",0,2,2
"('Darius', 'Leona', 'Sylas', 'Viego', 'Zeri')",2,0,2
"('Corki', 'LeBlanc', 'Leona', 'Sett', 'Shaco')",2,0,2
"('Ashe', 'Lux', 'Shaco', 'Twisted Fate', 'Vex')",2,0,2
"('Cassiopeia', 'Corki', 'Lillia', 'Nautilus', 'Samira')",2,0,2
"('Ashe', 'Hwei', 'Jayce', 'Lee Sin', 'Shaco')",2,0,2
"('Aurelion Sol', 'Gnar', 'Kindred', 'Rakan', 'Zeri')",2,0,2
"('Corki', 'Galio', 'Lee Sin', 'Seraphine', 'Viego')",0,2,2
"('Jhin', 'Rell', 'Shaco', 'Skarner', 'Zoe')",2,0,2
"('Akali', 'Corki', 'Kindred', 'Nautilus', 'Skarner')",2,0,2
"('Hwei', 'Rell', 'Samira', 'Shaco', 'Vayne')",2,0,2
"('Fiddlesticks', 'Hwei', 'Jinx', 'Pyke', 'Xin Zhao')",2,0,2
"('Caitlyn', 'Gragas', 'Hecarim', 'Nami', 'Viktor')",2,0,2
"('Blitzcrank', 'Corki', ""Rek'Sai"", 'Skarner', 'Taliyah')",2,0,2
"(""Kai'Sa"", 'Skarner', 'Sona', 'Taliyah', 'Viego')",2,0,2
"('Kalista', 'LeBlanc', 'Nocturne', 'Renata Glasc', 'Twisted Fate')",0,2,2
"('Sivir', 'Taliyah', 'Thresh', 'Tristana', 'Twisted Fate')",0,2,2
"('Brand', ""K'Sante"", 'Seraphine', 'Xin Zhao', 'Zeri')",0,2,2
"('Camille', 'Graves', ""Kai'Sa"", 'Orianna', 'Rumble')",0,2,2
"('Camille', 'Jax', 'Kalista', 'Rammus', 'Taliyah')",0,2,2
"('Darius', 'Diana', 'Rell', 'Samira', 'Shaco')",0,2,2
"('Aphelios', 'Graves', 'Neeko', 'Thresh', 'Twisted Fate')",2,0,2
"('Corki', 'Karthus', 'Nautilus', ""Rek'Sai"", 'Twitch')",2,0,2
"('Hecarim', 'Jinx', 'Neeko', 'Rammus', 'Thresh')",2,0,2
"('Gwen', ""Kai'Sa"", 'Lux', 'Rell', 'Vi')",0,2,2
"('Ashe', 'Corki', 'Graves', 'Jax', 'Rumble')",0,2,2
"('Camille', 'Cassiopeia', 'Jayce', ""Kai'Sa"", 'Viego')",2,0,2
"('Gragas', ""Kai'Sa"", 'Rell', 'Skarner', 'Yasuo')",2,0,2
"('Hwei', ""Kai'Sa"", 'Kindred', 'Nautilus', 'Twisted Fate')",2,0,2
"('Gragas', 'Kindred', 'Lulu', 'Twisted Fate', 'Zeri')",2,0,2
"('Graves', ""K'Sante"", ""Kai'Sa"", 'Nautilus', 'Syndra')",0,2,2
"('Rumble', 'Senna', 'Seraphine', 'Singed', 'Skarner')",0,2,2
"('Corki', ""K'Sante"", 'Orianna', 'Rell', 'Viego')",2,0,2
"('Nidalee', 'Rakan', 'Varus', 'Xayah', 'Yasuo')",2,0,2
"('Corki', 'Hwei', 'Jax', 'Taliyah', 'Taric')",0,2,2
"('Kindred', 'Lissandra', 'Lucian', 'Nami', 'Skarner')",0,2,2
"('Camille', 'Jinx', 'Skarner', 'Sylas', 'Viego')",0,2,2
"('Ahri', 'Graves', ""Kai'Sa"", 'Nautilus', 'Yone')",0,2,2
"('Brand', ""Kai'Sa"", 'Rumble', 'Yone', 'Zed')",2,0,2
"('Aatrox', 'Alistar', ""Kai'Sa"", 'Lee Sin', 'Taliyah')",2,0,2
"('Jinx', 'Kennen', 'Rumble', 'Skarner', 'Xin Zhao')",2,0,2
"('Jayce', ""Rek'Sai"", 'Rell', 'Samira', 'Xerath')",0,2,2
"('Aphelios', 'Nautilus', 'Rengar', 'Vex', 'Viego')",2,0,2
"('Camille', ""Kai'Sa"", 'Nidalee', 'Renekton', 'Yone')",2,0,2
"('Corki', ""Kha'Zix"", 'Rell', 'Tryndamere', 'Vex')",2,0,2
"('Hwei', 'Jayce', ""Kai'Sa"", 'Skarner', 'Viego')",2,0,2
"('Aatrox', 'Ashe', 'Fiddlesticks', 'Irelia', 'Sona')",0,2,2
"('Nunu & Willump', 'Poppy', 'Rakan', 'Viego', 'Xayah')",2,0,2
"('Camille', 'Jayce', 'Jinx', 'Skarner', 'Taliyah')",0,2,2
"('Corki', ""Kai'Sa"", 'Lillia', 'Rell', 'Wukong')",0,2,2
"('Caitlyn', 'Camille', 'Twisted Fate', 'Viego', 'Zilean')",0,2,2
"('Graves', 'Poppy', 'Rell', 'Twisted Fate', 'Varus')",0,2,2
"('Kennen', 'Lee Sin', 'Nasus', 'Rakan', 'Samira')",0,2,2
"('Gragas', 'Jayce', ""Kai'Sa"", ""Kha'Zix"", 'Skarner')",2,0,2
"('Hwei', ""Kai'Sa"", 'Kled', 'Nautilus', 'Talon')",0,2,2
"('Diana', 'Graves', 'Jhin', ""K'Sante"", 'Rumble')",0,2,2
"('Aatrox', 'Ashe', 'Skarner', 'Zed', 'Zoe')",2,0,2
"('Gwen', 'Irelia', 'Jinx', 'Nautilus', 'Nidalee')",2,0,2
"('Aatrox', 'Aurelion Sol', 'Jinx', 'Rell', 'Viego')",2,0,2
"('Corki', 'Karthus', 'Lux', 'Riven', 'Twisted Fate')",2,0,2
"('Ashe', 'Kalista', 'Kennen', 'Nunu & Willump', 'Talon')",0,2,2
"('Jinx', 'Kled', 'Nocturne', 'Rell', 'Sylas')",0,2,2
"('Corki', 'Jayce', 'Nidalee', 'Rell', 'Yone')",2,0,2
"('Ekko', 'Gnar', 'Jayce', 'Rell', 'Zeri')",2,0,2
"('Braum', 'Kalista', 'Orianna', 'Vayne', 'Vi')",0,2,2
"('Ashe', 'Nidalee', 'Riven', 'Seraphine', 'Tristana')",2,0,2
"('Blitzcrank', 'Graves', ""K'Sante"", 'Samira', 'Twisted Fate')",2,0,2
"('Ashe', 'Corki', 'Jayce', 'Viego', 'Zyra')",0,2,2
"('Braum', 'Gwen', 'Skarner', 'Tristana', 'Twisted Fate')",2,0,2
"('Caitlyn', 'Neeko', 'Rumble', 'Skarner', 'Yone')",0,2,2
"('Camille', 'Draven', 'Hwei', 'Lee Sin', 'Nami')",2,0,2
"('Kindred', 'Lissandra', 'Neeko', 'Renekton', 'Varus')",2,0,2
"(""Kai'Sa"", 'Nautilus', 'Sejuani', 'Taliyah', 'Tristana')",0,2,2
"('Graves', ""K'Sante"", 'Lulu', 'Zeri', 'Zoe')",2,0,2
"('Ashe', 'Gwen', ""Kha'Zix"", 'Thresh', 'Udyr')",0,2,2
"('Alistar', 'Ezreal', 'Jayce', 'Lee Sin', 'Vex')",2,0,2
"('Corki', 'Gragas', 'Hecarim', ""Kai'Sa"", 'Rell')",2,0,2
"('Heimerdinger', ""Kai'Sa"", 'Kindred', 'Leona', 'Taliyah')",2,0,2
"('Gragas', 'Jhin', 'Nautilus', 'Nidalee', 'Yasuo')",0,2,2
"('Anivia', 'Ashe', 'Kindred', 'Kled', 'Taric')",0,2,2
"('Draven', 'Galio', 'Nidalee', 'Skarner', 'Tristana')",2,0,2
"('Caitlyn', 'Hwei', 'Rakan', 'Skarner', 'Vi')",2,0,2
"(""Kai'Sa"", 'Kindred', 'Kled', 'Taric', 'Ziggs')",0,2,2
"('Akshan', 'Elise', 'Jayce', ""Kai'Sa"", 'Nautilus')",0,2,2
"('Cassiopeia', 'Jayce', 'Kindred', 'Rumble', 'Varus')",0,2,2
"('Corki', 'Gwen', 'Nautilus', 'Qiyana', ""Rek'Sai"")",2,0,2
"('Aphelios', 'LeBlanc', 'Lee Sin', 'Nautilus', 'Skarner')",2,0,2
"('Aphelios', 'Ashe', 'Dr. Mundo', 'Jarvan IV', 'Rumble')",0,2,2
"('Ezreal', 'Jayce', 'Nautilus', 'Nidalee', 'Viego')",0,2,2
"('Corki', 'Gragas', 'Irelia', 'Nautilus', 'Vi')",2,0,2
"('Camille', 'Karthus', 'Skarner', 'Twisted Fate', 'Zeri')",2,0,2
"('Jinx', 'LeBlanc', 'Pantheon', 'Shen', 'Tryndamere')",0,2,2
"(""K'Sante"", 'Rell', 'Taliyah', 'Udyr', 'Varus')",0,2,2
"('Jinx', 'Lillia', 'Nautilus', 'Rumble', 'Tristana')",2,0,2
"(""Bel'Veth"", 'Hwei', 'LeBlanc', 'Udyr', 'Varus')",0,2,2
"('Jinx', 'Nidalee', 'Rell', 'Tristana', 'Vladimir')",2,0,2
"('Annie', 'Fiora', 'Graves', 'Jhin', 'Rell')",0,2,2
"('Blitzcrank', 'Irelia', 'Jhin', 'Rengar', 'Syndra')",2,0,2
"('Nautilus', 'Nidalee', 'Olaf', 'Yone', 'Zeri')",0,2,2
"('Aphelios', 'Hwei', 'Jax', 'Seraphine', 'Vi')",0,2,2
"('Corki', 'Fiddlesticks', 'Malzahar', 'Nautilus', 'Viego')",2,0,2
"('Camille', 'Jayce', 'Nidalee', 'Renekton', 'Varus')",0,2,2
"('Fiddlesticks', 'Gnar', 'Kalista', 'Taric', 'Viego')",2,0,2
"('Annie', ""Kai'Sa"", 'Kindred', 'Nasus', 'Taric')",2,0,2
"('Annie', 'Gragas', 'Nautilus', 'Varus', 'Viego')",0,2,2
"('Jhin', ""K'Sante"", 'Pyke', 'Taliyah', 'Tristana')",2,0,2
"('Ekko', 'Kennen', 'Lucian', 'Rengar', 'Taric')",2,0,2
"('Aatrox', 'Alistar', 'Annie', ""Kai'Sa"", 'Rengar')",0,2,2
"('Ekko', 'Jinx', 'Leona', 'Renekton', 'Yone')",0,2,2
"('Annie', 'Hecarim', 'Jhin', 'Nautilus', 'Skarner')",2,0,2
"('Annie', 'Ashe', 'Bard', 'Hecarim', 'Ornn')",0,2,2
"('Akali', 'Graves', 'Seraphine', 'Twisted Fate', 'Zeri')",2,0,2
"('Aphelios', 'Gragas', 'Lillia', 'Thresh', 'Yone')",0,2,2
"('Jax', ""Kai'Sa"", 'Nautilus', 'Rengar', 'Rumble')",2,0,2
"('Corki', 'Lillia', 'Rakan', 'Shen', 'Tristana')",2,0,2
"('Ashe', 'Blitzcrank', 'Fiddlesticks', 'Sett', 'Tristana')",2,0,2
"('Annie', 'Blitzcrank', 'Briar', 'Caitlyn', ""Rek'Sai"")",2,0,2
"('Annie', 'Bard', 'Corki', 'Renekton', 'Viego')",2,0,2
"('Annie', ""Rek'Sai"", 'Rumble', 'Varus', 'Volibear')",2,0,2
"('Corki', 'Ekko', 'Jayce', 'Nami', 'Tristana')",0,2,2
"('Darius', 'Graves', 'Nautilus', 'Tristana', 'Twisted Fate')",0,2,2
"(""Bel'Veth"", 'Janna', ""Kai'Sa"", 'Tristana', 'Udyr')",2,0,2
"('Corki', 'Jhin', 'Rumble', 'Skarner', 'Zac')",2,0,2
"('Aatrox', 'Annie', 'Kalista', ""Rek'Sai"", 'Thresh')",2,0,2
"('Alistar', 'Annie', 'Ornn', 'Tristana', 'Viego')",2,0,2
"('Aatrox', 'Karma', 'Orianna', 'Skarner', 'Tristana')",0,2,2
"(""Kai'Sa"", 'Nunu & Willump', 'Ornn', 'Rell', 'Tristana')",0,2,2
"('Hwei', 'Nautilus', 'Skarner', 'Twisted Fate', 'Vayne')",0,2,2
"('Graves', 'Pyke', 'Skarner', 'Yone', 'Ziggs')",2,0,2
"('Gnar', 'Nidalee', 'Rell', 'Samira', 'Zed')",2,0,2
"('Cassiopeia', 'LeBlanc', 'Nautilus', ""Rek'Sai"", 'Samira')",2,0,2
"('Alistar', 'Jax', 'Neeko', 'Viego', 'Zeri')",2,0,2
"('Corki', 'Jax', 'Lucian', 'Nidalee', 'Seraphine')",0,2,2
"('Blitzcrank', 'Jinx', ""K'Sante"", 'Karthus', 'Yone')",0,2,2
"('Hwei', 'Jayce', 'Lee Sin', 'Xayah', 'Zac')",2,0,2
"('Hwei', 'Skarner', 'Warwick', 'Yuumi', 'Zeri')",0,2,2
"('Jinx', 'Mordekaiser', 'Nautilus', 'Viego', 'Zoe')",2,0,2
"('Lee Sin', 'Rakan', 'Shen', 'Twitch', 'Zed')",2,0,2
"('Braum', 'Corki', 'Graves', 'Ornn', 'Taliyah')",2,0,2
"('Akali', 'LeBlanc', 'Seraphine', 'Skarner', 'Varus')",0,2,2
"('Aphelios', 'Camille', 'Nautilus', 'Taliyah', 'Xin Zhao')",0,2,2
"('Anivia', 'Corki', 'Galio', 'Nidalee', 'Riven')",0,2,2
"('Jayce', 'Lillia', 'Nautilus', 'Samira', 'Vayne')",2,0,2
"('Nautilus', 'Shaco', 'Sion', 'Syndra', 'Tristana')",0,2,2
"('Ezreal', 'Nidalee', 'Rakan', 'Twisted Fate', 'Vayne')",0,2,2
"('Aatrox', 'Akali', 'Ashe', 'Seraphine', 'Viego')",2,0,2
"('Corki', 'Hwei', 'Kindred', 'Leona', 'Riven')",2,0,2
"(""K'Sante"", 'Nidalee', 'Orianna', 'Rakan', 'Varus')",2,0,2
"(""Kai'Sa"", 'Rakan', 'Taliyah', 'Tryndamere', 'Vladimir')",2,0,2
"('Akshan', 'Irelia', 'Rakan', 'Taliyah', 'Zeri')",0,2,2
"('Caitlyn', 'Jayce', 'Nautilus', 'Udyr', 'Vayne')",2,0,2
"('Akshan', 'Cassiopeia', 'Lillia', 'Lucian', 'Nami')",2,0,2
"(""Bel'Veth"", 'Fiddlesticks', 'Jinx', 'Rakan', 'Yone')",0,2,2
"('Ahri', ""Kai'Sa"", 'Leona', 'Olaf', 'Taliyah')",2,0,2
"('Alistar', 'Cassiopeia', 'Lillia', 'Tristana', 'Ziggs')",2,0,2
"('Aatrox', 'Ashe', 'Azir', 'Braum', 'Taliyah')",2,0,2
"('Ashe', 'Corki', 'Jax', 'Vi', 'Xerath')",2,0,2
"('Akshan', ""Cho'Gath"", 'Jax', 'Nidalee', 'Pyke')",2,0,2
"('Aphelios', 'Gragas', 'Nidalee', 'Thresh', 'Tristana')",0,2,2
"('Braum', 'Hwei', 'Jinx', ""Rek'Sai"", 'Tryndamere')",2,0,2
"('Aatrox', 'Elise', 'Hwei', 'Neeko', 'Varus')",2,0,2
"('Annie', 'Mordekaiser', 'Rakan', 'Viego', 'Zeri')",2,0,2
"(""Bel'Veth"", 'Orianna', 'Pyke', 'Riven', 'Samira')",2,0,2
"('Aurelion Sol', 'Bard', 'Jhin', 'Rammus', 'Viego')",0,2,2
"('Ashe', 'Braum', 'Hecarim', 'Rumble', 'Tryndamere')",0,2,2
"('Akshan', 'Corki', 'Gragas', 'Leona', 'Taliyah')",0,2,2
"('Camille', 'Hwei', 'Jayce', ""Kai'Sa"", 'Skarner')",0,2,2
"('Aatrox', 'Ashe', 'Graves', 'Neeko', 'Zoe')",2,0,2
"('Jayce', 'Kindred', 'LeBlanc', 'Lillia', 'Zyra')",0,2,2
"('Camille', 'Gragas', 'Pantheon', 'Thresh', 'Varus')",0,2,2
"(""Kai'Sa"", 'Kindred', 'Orianna', 'Pyke', 'Skarner')",0,2,2
"('Senna', 'Skarner', 'Syndra', 'Tahm Kench', 'Talon')",2,0,2
"('Aphelios', 'Lee Sin', 'Rell', 'Syndra', 'Twisted Fate')",0,2,2
"('Akali', 'Camille', 'Kalista', 'Neeko', ""Rek'Sai"")",2,0,2
"('Lucian', 'Nidalee', 'Rell', 'Shen', 'Zed')",2,0,2
"('Braum', 'Caitlyn', 'Gangplank', 'Sett', 'Taliyah')",0,2,2
"('Aatrox', 'Ashe', 'Katarina', 'Lillia', 'Rell')",0,2,2
